"pmGroupId";"category";"consistentData";"generation";"switchingTechnology";"validity";"moClass";"model";"subtree";"description";"pmGroupVersion";"measurementTypeId";"measurementName";"size";"collectionMethod";"description";"condition";"aggregation";"measurementStatus";"measurementResult";"multiplicity";"initialValue";"resetAtGranPeriod";"derSampleRate";"fmAlarmType";"thresholdDirection";"isCompressed"
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmErabResumeArpLow";"pmErabResumeArpLow";4;"CC";"Number of times that the low ARP prioritized DRB are resumed.\nScanner: Not included in any predefined scanner";"Stepped when a low ARP prioritized DRB is resumed regarding RLC DL due to a RRC Connection Re-establishment or a HO has been performed.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZtemporary171";"pmZtemporary171";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelCsfbLimitedDualRadioUeCdma";"pmUeCtxtRelCsfbLimitedDualRadioUeCdma";4;"CC";"The number of RRC Connection Release triggered by CS Fallback for Limited Dual Radio UE LTE/1xRTT.\nScanner: Primary";"A CS Fallback attempt is performed for a limited Dual Radio UE towards CDMA2000 1xRTT, defined as a RRC Connection Release, due to a received CS Fallback Indicator set to CS Fallback Required in Initial Context Setup Request or UE Context Modification Request.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPrbUsedUlMax";"pmPrbUsedUlMax";4;"GAUGE";"Maximum (high-water mark) value of UL PRB capacity usage, excluding PRBs used for traffic from bandwidth-reduced UEs.\nUnit: PRB\nScanner: Not included in any predefined scanner";"Set to max value recognized during each ROP.";"LAST_UPDATE";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmErabRelAbnormalEnbArp";"pmErabRelAbnormalEnbArp";4;"CC";"Abnormal E-RAB Releases initiated by the RBS (per cell per ARP). Stepped regardless of whether data was or was not lost in UL or DL buffers.\n\nPDF ranges:\n[0]: Sum of E-RABs released with ARP priority value 0\n[1]: Sum of E-RABs released with ARP priority value 1\n....\n[15]: Sum of E-RABs released with ARP priority value 15\nCompressed: True\nScanner: Not included in any predefined scanner";"Stepped at reception of S1 message E-RAB Release Command or UE Context Release Command, with the pre-condition that the Initial Context Establishment procedure must first have been successfully completed, for E-RAB/s with the specific ARP Priority Level, when internal cause codes considered abnormal (Radio Connection with UE is lost; Handover failure for the UE; Non admitted E-RABs by target cell at successful handover for the UE; UE pre-emption; Bearer pre-emption) when the RBS initiated the release. It can also be stepped at transmission of Reset message by the RBS, or when a cell owned by that RBS is disabled (and that leads to internal RBS UE Context Release).";"SUM";"USED";;16;0;true;;;;true
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUlGrantsShortSpsDetPusch";"pmUlGrantsShortSpsDetPusch";4;"CC";"The total number of unicast short-SPS uplink grants confirmed by detecting a corresponding PUSCH transmission.\nScanner: Not included in any predefined scanner";"Incremented by 1 when a short-SPS grant is confirmed by detecting a corresponding PUSCH transmission.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPucchCqiResMediumUtilCell";"pmPucchCqiResMediumUtilCell";4;"GAUGE";"Maximum utilization of CQI resources in the medium resource pool.\nUnit: %\nScanner: Not included in any predefined scanner";"When pool resource utilization increased after a successful CQI resource allocation in the pool.";"LAST_UPDATE";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPrbAvailUlPuschCenterRegion";"pmPrbAvailUlPuschCenterRegion";4;"CC";"Total PRB pairs available in center region (PRB24~75 except for PUCCH) for UL transmission. Used when feature NS_05 Additional Maximum Power Reduction Support is activated.\n\nSince 17.Q4. Replaces pmZtemporary235.\nScanner: Not included in any predefined scanner";"Applies to PUSCH.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRadioThpResUl";"pmRadioThpResUl";4;"CC";"The total amount of physical resources used for transmission in the uplink. Both successful and unsuccessful transmissions are counted.\nUnit: Resource Elements * 1000\nScanner: Not included in any predefined scanner";"The counter is incremented when an uplink transmission is received, regardless of whether the reception was successful or not.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepRejInMpOverload";"pmHoPrepRejInMpOverload";4;"CC";"The number of failed handover preparations triggered by the MP overload state.\nScanner: Not included in any predefined scanner";"Stepped at transmission of Handover Preparation Failure message when triggered by MP in overload state.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRateShapeTimeUl";"pmRateShapeTimeUl";4;"CC";"The time where the UE have uplink data in a buffer and End-user bitrate shaping functionality will prohibit transmission in the uplink.\nUnit: ms\nScanner: Not included in any predefined scanner";"Data in uplink buffer, according to the Buffer Status Report (BSR) and Token Bucket Counter (TBC) less than 0. Continuous measurement for UEs aggregated to cell level.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmErabRelAbnormalEnbActCdtAutoPnrQci";"pmErabRelAbnormalEnbActCdtAutoPnrQci";4;"CC";"Total number of abnormal E-RAB releases by eNodeB for each cell for each QCI due to:\n - cell down time initiated automatically caused by a partial node restart or\n - automated UE recovery.\nPrecondition: Initial Context Establishment procedure must first be successfully completed and that there is data in either the UL or DL buffer (i.e. active).\nCompressed: True\nScanner: Not included in any predefined scanner";"Stepped for each E-RAB. Maps to a certain QCI that is released due to automatically initiated cell down time caused by a partial node restart or due to automated UE recovery when data is in the UL or DL buffer. In the UL case, when a UE has multiple bearers coexisting and sharing the same LCG, the bearers share a single packet queue. If one of the bearers is released and there is data in the queue, the associated counter for the bearer is incremented, regardless of whether or not the data belongs to the released bearer.";"SUM";"USED";;256;0;true;;;;true
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRadioRecInterferencePwrPrb2";"pmRadioRecInterferencePwrPrb2";4;"CC";"The accumulated interference power for PRB2\nUnit: mW * 2^(-44)\nScanner: Not included in any predefined scanner";"Samples summed over the measurement period. Measurements are averaged over receive antennas. One sample for each PRB per 40ms.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZtemporary13";"pmZtemporary13";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmDlAssigsWithUnknownReceptionPCell";"pmDlAssigsWithUnknownReceptionPCell";4;"CC";"The total number of unicast DL assignments transmitted to UEs that use this cell as the primary cell and do not have any bearer mapped to a QCI with serviceType of VoIP, for which the reception is unknown.\nScanner: Not included in any predefined scanner";"It is pegged if eNB cannot determine if a unicast DL assignment is received by a UE that uses this cell as the primary cell and does not have any bearer mapped to a QCI with serviceType of VoIP.\nThe counter is pegged when licenses for both CarrierAggregation and EnhancedPdcchLa are enabled, and CarrierAggregation feature is activated.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelAbnormalEnbHoOosPft";"pmUeCtxtRelAbnormalEnbHoOosPft";4;"CC";"Total number of abnormal UE Context releases initiated by the eNodeB due to handover failure. The UE is a PFT UE and it is in Out-Of-Sync mode.\n\nDeprecated: Since L16B. Planned to be removed\nScanner: Not included in any predefined scanner";"Stepped if the UE is a PFT user in Out-of-Sync state and the UE Context release is due to handover failure.";"SUM";"DEPRECATED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPdcchCceUtil";"pmPdcchCceUtil";4;"CC";"PDF of percentage of CCEs utilized compared with total CCEs available (at the maximum CFI permitted by pdcchCfiMode) each subframe, considering bandwidth and antenna configuration.\n\nPDF ranges:\n[0]: utilization less than or equals to 5%\n[1]: 5% less than utilization less than or equals to 10%\n[2]: 10% less than utilization less than or equals to 15%\n[3]: 15% less than utilization less than or equals to 20%\n[4]: 20% less than utilization less than or equals to 25%\n[5]: 25% less than utilization less than or equals to 30%\n[6]: 30% less than utilization less than or equals to 35%\n[7]: 35% less than utilization less than or equals to 40%\n[8]: 40% less than utilization less than or equals to 45%\n[9]: 45% less than utilization less than or equals to 50%\n[10]: 50% less than utilization less than or equals to 55%\n[11]: 55% less than utilization less than or equals to 60%\n[12]: 60% less than utilization less than or equals to 65%\n[13]: 65% less than utilization less than or equals to 70%\n[14]: 70% less than utilization less than or equals to 75%\n[15]: 75% less than utilization less than or equals to 80%\n[16]: 80% less than utilization less than or equals to 85%\n[17]: 85% less than utilization less than or equals to 90%\n[18]: 90% less than utilization less than or equals to 95%\n[19]: 95% less than utilization less than or equals to 100%\n\nIn subframes where the number of available CCEs is zero, the lowest bin is incremented.\nScanner: Not included in any predefined scanner";"Appropriate bin is incremented every radio subframe.";"SUM";"USED";;20;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtFetchSuccX2HoExe";"pmUeCtxtFetchSuccX2HoExe";4;"CC";"Number of UE Context Fetch procedures successfully completed during X2 handover execution.\nScanner: Not included in any predefined scanner";"X2 UE Context Release message is received from target eNodeB after successful UE Context Fetch procedure. UE Context Fetch procedure was triggered during X2 handover execution.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtFetchAttIntraEnbHoExe";"pmUeCtxtFetchAttIntraEnbHoExe";4;"CC";"Number of UE Context Fetch Request messages received during intra-eNodeB handover execution.\nScanner: Not included in any predefined scanner";"Unprepared target eNodeB received RRC Connection Reestablishment message. The target eNodeB triggers UE Context Fetch procedure to fetch UE context. UE Context Fetch Request message is received in source cell during intra-eNodeB handover execution.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnCatmMax";"pmRrcConnCatmMax";4;"GAUGE";"Peak number of Cat-M UEs in RRC_CONNECTED mode.\n\nDeprecated: Since 17.Q2. Has no functional behavior. Planned to be removed.\nScanner: Not included in any predefined scanner";"Set to peak number of Cat-M UEs in RRC_CONNECTED mode, recognized at end of each ROP.";"LAST_UPDATE";"DEPRECATED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmMacHarqUlFail64Qam";"pmMacHarqUlFail64Qam";4;"CC";"Number of unsuccessful HARQ transmissions in the UL direction that use a 64-QAM modulation.\nScanner: Not included in any predefined scanner";"Stepped at measurement for each UE, aggregated to cell level.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRrcConnReconfSuccNoMobDlComp";"pmRrcConnReconfSuccNoMobDlComp";4;"CC";"Total number of successful RRC Connection Reconfiguration attempts for configuration of event A5 used in Downlink Coordinated Multi-Point.\nScanner: Not included in any predefined scanner";"Stepped when an RRC Connection Reconfiguration Complete message is received from the UE following event A5 configuration for Downlink Coordinated Multi-Point.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmActiveDrbUlSum";"pmActiveDrbUlSum";4;"CC";"The sum of the contributions from each UE in the cell of the number of active DRBs in the uplink direction.\nScanner: Not included in any predefined scanner";"Each TTI, the counter shall be increased with the number of DRBs that are considered active (i.e. that are considered to have data in the uplink buffer).";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmLcgThpTimeUlNs05Distr";"pmLcgThpTimeUlNs05Distr";4;"CC";"NS_05 UE UL transmission time, used for UL DRB throughput for each LCG. Comprised of time periods from when 5th data transmission is received on Uu until second from last data transmission is received. Used when feature NS_05 Additional Maximum Power Reduction Support is activated.\n\nSince 17.Q4. Replaces pmZtemporary232Compr.\nUnit: ms\nScanner: Not included in any predefined scanner";"Bin accumulates NS_05 UEs' UL transmission time for each LCG for large data bursts that need to be transmitted across multiple TTIs.\nAssociated pmCounter pmLcgThpVolUlNs05Distr.";"SUM";"USED";;4;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUlGrantsTransPCell";"pmUlGrantsTransPCell";4;"CC";"The total number of unicast UL grants transmitted to UEs that use this cell as the primary cell and do not have any bearer mapped to a QCI with serviceType of VoIP.\nScanner: Not included in any predefined scanner";"It is pegged when a unicast UL grant is transmitted to a UE that uses this cell as the primary cell and does not have any bearer mapped to a QCI with serviceType of VoIP, excluding the UL grants for message 3 for RRC connection setup.\nThe counter is pegged when licenses for both CarrierAggregation and EnhancedPdcchLa are enabled, and CarrierAggregation feature is activated.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRadioUeRepCqi2Subband7Sum";"pmRadioUeRepCqi2Subband7Sum";4;"CC";"The accumulated sum of all sub-band 7 CQI reported by UEs in the cell for rank 2 transmissions. The average value of the reported sub-band 7 CQI within the measurement period can be obtained in conjunction with counter pmRadioUeRepCqi2SubbandSamp.\nThe counter is defined according to 32.425.\nScanner: Not included in any predefined scanner";"Samples summed over the measurement period. One sample per UE aperiodic rank 2 CQI report.\nThis counter is for rank 2 (two codewords) CQI reports.\nThe counter is defined according to 32.425 Section 4.10.1.2\nValid UE reported CQI values range from 0 to 15\nNote for CQI/PMI/RI reporting mode 3-1 or 2-1, there will be a different Sub-band CQI value for each codeword. In this case both CQI values shall be added to the counter and are counted as two samples.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmErabEstabSuccInitGbrArp";"pmErabEstabSuccInitGbrArp";4;"CC";"Number of successful initial GBR E-RAB Establishments within this cell, recorded per ARP priority level.\n\nPDF ranges:\n[0]: N/A (invalid ARP priority level value)\n[1]: Number of recorded events for ARP priority level 1\n...\n[15]: Number of recorded events for ARP priority level 15\n\nCompressed: True\nScanner: Not included in any predefined scanner";"The bin for the corresponding ARP priority level is stepped at reception of initial GBR E-RAB Establishment attempts. Initial GBR E-RABs are all GBR E-RABs present in the S1 message Initial Context Setup Request.";"SUM";"USED";;16;0;true;;;;true
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRadioRecInterferencePwrPrb39";"pmRadioRecInterferencePwrPrb39";4;"CC";"The accumulated interference power for PRB39\nUnit: mW * 2^(-44)\nScanner: Not included in any predefined scanner";"Samples summed over the measurement period. Measurements are averaged over receive antennas. One sample for each PRB per 40ms.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepRejInLicMob";"pmHoPrepRejInLicMob";4;"CC";"The number of Incoming Handover Preparation Failure messages sent by the target eNB due to lack of license for handover.\nScanner: Primary";"Handover preparation fail due to the serviceState value is INOPERABLE for the optional feature, \"Intra LTE inter frequency handover\" in the target eNB.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmMeasRepGoodCovElc";"pmMeasRepGoodCovElc";4;"CC";"Number of A1 measurement reports received due to ELC good coverage detection.\nUsed when feature Ericsson Lean Carrier is activated.\nScanner: Not included in any predefined scanner";"Stepped at reception of ELC measurement report from UE indicating good coverage due to Event A1_Search (RSRP triggered).";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPdcpLatTimeDlQci";"pmPdcpLatTimeDlQci";4;"CC";"Aggregated DL Latency for a measurement period per QCI.\n\nCompressed: True\nUnit: ms\nScanner: Not included in any predefined scanner";"The counter represents DL latency per QCI. The effective DL Latency time comprises the time from PDCP SDU entering the buffer until the first data has been transmitted to the UE. Only latency for PDCP SDUs that enters an empty buffer is measured. Samples during handover are excluded.";"SUM";"USED";;256;0;true;;;;true
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZtemporary7";"pmZtemporary7";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPrbUsedUlPuschLowRegionDtch";"pmPrbUsedUlPuschLowRegionDtch";4;"CC";"The total number of Physical Resource Block (PRB) pairs in the lower region(PRB0~23) used for Data Radio Bearers (DRB) in the uplink. Used when feature NS_05 Additional Maximum Power Reduction Support is activated.\n\nSince 17.Q4. Replaces pmZtemporary237.\nScanner: Not included in any predefined scanner";"Applies to DTCH on PUSCH.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmErabRelAbnormalEnbHoQci";"pmErabRelAbnormalEnbHoQci";4;"CC";"The total number of abnormal E-RAB releases for each cell for each QCI by eNodeB due to handover execution failure.\nCompressed: true.\nScanner: Not included in any predefined scanner";"Stepped for each E-RAB. Maps to a certain QCI that is released because executed handover fails and the UE is considered dropped.";"SUM";"USED";;256;0;true;;;;true
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRadioRecInterferencePwrPrb32";"pmRadioRecInterferencePwrPrb32";4;"CC";"The accumulated interference power for PRB32\nUnit: mW * 2^(-44)\nScanner: Not included in any predefined scanner";"Samples summed over the measurement period. Measurements are averaged over receive antennas. One sample for each PRB per 40ms.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtRelSCGsmB2Rsrq";"pmUeCtxtRelSCGsmB2Rsrq";4;"CC";"Number of Session Continuity RRC Connection Release with redirect to GERAN based on B2 measurement report with trigger quantity RSRQ.\nScanner: Not included in any predefined scanner";"A RRC Connection Release with redirect information to GERAN when triggered by B2 measurement report with RSRQ.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRaSuccSrOutOfSyncPft";"pmRaSuccSrOutOfSyncPft";4;"CC";"Total number of received SRs on RACH from Out-of-Sync PFT UEs.\nScanner: Not included in any predefined scanner";"Stepped every time an raMsg3 is received for a PFT UE when all of the following conditions are met:\n1) The PFT UE is Out-of-Sync before the random access transmission.\n2) The PFT UE has data in its transmission buffer.\n3) The RACH procedure is not part of a handover procedure.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPdcpLatPktTransDlQci";"pmPdcpLatPktTransDlQci";4;"CC";"Number of samples for DL Latency measurements during measurement period per QCI.\n\nCompressed: True\nScanner: Not included in any predefined scanner";"The counter registers the number of samples for DL Latency measurements during measurement period per QCI.";"SUM";"USED";;256;0;true;;;;true
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmErabBrSum";"pmErabBrSum";4;"CC";"Sum of all sample values recorded for number of simultaneous E-RABs for Bandwidth Reduced UEs.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmSessionTimeUe";"pmSessionTimeUe";4;"CC";"Accumulated active session time for all UEs in a cell, excluding bandwidth-reduced UEs.\nUnit: s\nScanner: Primary";"Number of session seconds aggregated for all UEs in a cell. A UE is said to be \"in session\" if any data on a DRB (UL or DL) has been transferred during the last 100 ms";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmPrbUsedUlPuschCenterRegionDtch";"pmPrbUsedUlPuschCenterRegionDtch";4;"CC";"The total number of Physical Resource Block (PRB) pairs in the center region(PRB24~75 except for PUCCH) used for Data Radio Bearers (DRB) in the uplink. Used when feature NS_05 Additional Maximum Power Reduction Support is activated.\n\nSince 17.Q4. Replaces pmZtemporary238.\nScanner: Not included in any predefined scanner";"Applies to DTCH on PUSCH.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmUeCtxtFetchSuccS1HoPrepSrvccUtran";"pmUeCtxtFetchSuccS1HoPrepSrvccUtran";4;"CC";"Number of UE Context Fetch procedures successfully completed during SRVCC handover to UTRAN preparation.\nScanner: Not included in any predefined scanner";"X2 UE Context Release message is received from target eNodeB after successful UE Context Fetch procedure. UE Context Fetch procedure was triggered during SRVCC handover to UTRAN preparation.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmRadioUeRepCqi2Subband8Sum";"pmRadioUeRepCqi2Subband8Sum";4;"CC";"The accumulated sum of all sub-band 8 CQI reported by UEs in the cell for rank 2 transmissions. The average value of the reported sub-band 8 CQI within the measurement period can be obtained in conjunction with counter pmRadioUeRepCqi2SubbandSamp.\nThe counter is defined according to 32.425.\nScanner: Not included in any predefined scanner";"Samples summed over the measurement period. One sample per UE aperiodic rank 2 CQI report.\nThis counter is for rank 2 (two codewords) CQI reports.\nThe counter is defined according to 32.425 Section 4.10.1.2\nValid UE reported CQI values range from 0 to 15\nNote for CQI/PMI/RI reporting mode 3-1 or 2-1, there will be a different Sub-band CQI value for each codeword. In this case both CQI values shall be added to the counter and are counted as two samples.";"SUM";"USED";;1;0;true;;;;false
"EUtranCellTDD";"LRAT";true;"EPS";"PS";true;EUtranCellTDD;Lrat;ENodeBFunction;"Counters for EUtranCellTDD";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZtemporary242";"pmZtemporary242";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
